text,fake,title,text_seg,len
愛喝「這種飲料」的人注意！美國1項最新研究發現，富含高果糖的玉米糖漿，會促進小鼠結腸腫瘤的生長，更可怕的是，這些糖直接從腸道中被腫瘤吸收，不經過血液，因此糖耐量再好也沒用！據了解，玉米糖漿是不少飲料的原料，其中最知名的就是碳酸飲料可樂。,0,保健秘訣、食品安全,愛喝 這種 飲料 人 注意 美國 項 最 新 研究 發現 富含 高 果糖 玉米 糖漿 會 促進 小鼠 結腸 腫瘤 生長 更 可怕 這些 糖 直接 腸道 中 被 腫瘤 吸收 不 經過 血液 因此 糖耐量 再 好 也 沒用 據了解 玉米 糖漿 不少 飲料 原料 其中 最 知名 就是 碳酸 飲料 可樂,148
"各位親愛的同仁早安，
目前外界有對於本行、本行客戶有不實的疫情謠言語音檔在散播，以下事項請各位務必轉知單位同仁：
1.此語音檔所言疫情是謠言，本行對防疫ㄧ直以來均依相關規定辦理，並無發生員工因此居家隔離，也沒有語音檔所言的客戶、警方來行的情事，請大家放心。
2.本行已經報警處理，請同仁不要散播此訊息，以勉觸法，也請同仁於接獲客戶詢問時，明確說明絕無此事，請客戶放心，並婉轉詢問客戶消息來源、提醒客戶散播不實言論會有觸法之虞，請其務必注意。
3.本行業已通報主管機關。",0,保健秘訣、食品安全,各位 親愛的 同仁 早安 目前 外界 對於 本行 本行 客戶 不實 疫情 謠言 語音檔 散播 以下 事項 請 各位 務必 轉知 單位 同仁 此 語音檔 所言 疫情 謠言 本行 對 防疫 ㄧ 直 以來 均 依 相關 規定 辦理 並無 發生 員工 因此 居家 隔離 也 沒有 語音檔 所言 客戶 警方 來行 情事 請 大家 放心 本行 已經 報警 處理 請 同仁 不要 散播 此 訊息 以勉 觸法 也 請 同仁 於 接獲 客戶 詢問 時 明確 說明 絕無 此事 請客戶 放心 並 婉轉 詢問 客戶 消息 來源 提醒 客戶 散播 不實 言論 會 觸法 之虞 請 其 務必 注意 本 行業 已 通報 主管 機關,301
"請一定要牢牢記住，不要唱衰台灣，更不要小看台灣！

這是美國有線電視新聞網CNN,以台灣醫療奇蹟為主題所錄製的錄像。

這表明台灣的醫療保健，已達到世界上最好的標準。
特別是在肝移植，骨科，顯微外科等領域，它是世界上最好的。

許多外國人專程到台灣接受治療。
顯然，台灣旅遊業兼醫療的前景無限。

這是我們台灣人的驕傲！讓我們觀賞這部長約10分鐘的記錄片。

https://www.youtube.com/embed/DBT_WfpizWo！https://www.youtube.com/embed/DBT_WfpizWo",0,保健秘訣、食品安全,請 一定 要 牢牢 記住 不要 唱衰 台灣 更 不要 小看 台灣 這是 美國 有線 電視 新聞網 CNN 以 台灣 醫療 奇蹟 主題 所 錄製 錄像 這 表明 台灣 醫療 保健 已 達到 世界 上 最好 標準 特別 肝 移植 骨科 顯微 外科 等 領域 它 世界 上 最好 許多 外國人 專程 台灣 接受 治療 顯然 台灣 旅遊業 兼 醫療 前景 無限 這是 我們 台灣人 驕傲 讓 我們 觀賞 這 部長 約 10 分鐘 記錄片 https www youtube com embed DBT WfpizWo https www youtube com embed DBT WfpizWo,294
"Dewayne Johnson不是因為吃了麥片罹癌，身為校園園丁的他，是因為長期使用美國孟山都公司生產的除草劑「年年春」，最終確診罹患癌症，整件事完全跟麥片一點關係也沒有！
「麥片含有致癌化學物質」是另一起事件，內容農場「每日頭條」把兩件完全不相干的事情湊在一起，讓一大堆人信以為真！
事實上，不合格、有疑慮的燕麥產品，自從2017年1月1日起就沒有輸入台灣的紀錄，而且台灣方面的檢驗規定草甘膦／嘉磷塞的殘留標準為「不得檢出」，所以吃麥片沒有致癌的疑慮。",0,保健秘訣、食品安全,Dewayne Johnson 不是 因為 吃 麥片 罹癌 身為 校園 園丁 他 因為 長期 使用 美國 孟山都 公司 生產 除草劑 年年 春 最終 確診 罹患 癌症 整件 事 完全 跟 麥片 一點 關係 也 沒有 麥片 含 有致癌 化學 物質 另 一起 事件 內容 農場 每日 頭條 把 兩件 完全 不相干 事情 湊 在一起 讓 一大堆 人 信以為真 事實 上 不 合格 疑慮 燕麥 產品 自從 2017 年 月 日起 就 沒有 輸入 台灣 紀錄 而且 台灣 方面 檢驗 規定 草甘膦 嘉磷塞 殘留 標準 不得 檢出 所以 吃 麥片 沒 有致癌 疑慮,276
"3周奪50命！印度童吃荔枝嘔吐腹瀉身亡 死因曝光

夏天是荔枝的產季，不少人會吃荔枝來消暑，然而荔枝吃太多可是會對身體造成影響，印度北部在過去3個禮拜，已經有50名左右的兒童因急性腦炎死亡，另外40名還在ICU（加護病房）接受治療，當地衛生官指出，罪魁禍首就是「荔枝」，建議兒童一次最好不要吃超過5粒，尤其是在空腹的狀態下。

綜合外媒報導，目前已經有54名兒童死於急性腦炎，大腦發炎的症狀與荔枝毒素有關，事實上，從1月開始，盛產荔枝的印度墨沙發坡縣（Muzaffarpur）2間醫院就已經登記了179個病例，但直到過去幾周才開始出現死亡案例。

當地高級衛生官員Ashok Kumar Singh表示，這些病例都出現血糖急降的情況，判斷他們都是罹患了急性腦炎症候群（Acute Encephalitis Syndrome，AES），這種病症的患者會出現嘔吐、嗜睡、腹痛腹瀉、血糖急降等症狀，由於有毒物質侵略速度快，嚴重時還會引起癲癇，甚至是死亡。
 
報導指出，1995年起，印度的穆扎夫法爾普爾及鄰近地區，每年夏季都會爆發腦炎病情，正好是盛產荔枝的季節，推測應和荔枝內含的有毒物質相關，2014年更創下歷史新高，奪走了150條人命，之前就曾有報導提到，空腹吃下大量荔枝，會出現低血糖症狀，嚴重的話甚至會死亡。",0,保健秘訣、食品安全,周奪 50 命 印度 童吃 荔枝 嘔吐 腹瀉 身亡 死因 曝光 夏天 荔枝 產季 不少 人會 吃 荔枝 來 消暑 然而 荔枝 吃 太多 可是 會 對 身體 造成 影響 印度 北部 過去 個 禮拜 已經 50 名 左右 兒童 因 急性 腦炎 死亡 另外 40 名還 ICU 加護 病房 接受 治療 當地 衛生 官 指出 罪魁禍首 就是 荔枝 建議 兒童 一次 最好 不要 吃 超過 粒 尤其 空腹 狀態 下 綜合 外媒 報導 目前 已經 54 名 兒童 死 於 急性 腦炎 大腦 發炎 症狀 與 荔枝 毒素 有關 事實 上 月 開始 盛產 荔枝 印度 墨 沙發 坡縣 Muzaffarpur 間 醫院 就 已經 登記 179 個 病例 但 直到 過去 幾周 才 開始 出現 死亡 案例 當地 高級 衛生 官員 Ashok Kumar Singh 表示 這些 病例 都 出現 血糖 急降 情況 判斷 他們 都 罹患 急性 腦炎 症候群 Acute Encephalitis Syndrome AES 這種 病症 患者 會 出現 嘔吐 嗜 睡 腹痛 腹瀉 血糖 急降 等 症狀 由於 有毒 物質 侵略 速度 快 嚴重 時 還會 引起 癲癇 甚至 死亡 報導 指出 1995 年 起 印度 穆扎夫 法爾 普爾 及 鄰近 地區 每年 夏季 都 會 爆發 腦炎 病情 正好 盛產 荔枝 季節 推測 應 荔枝 內含 有毒 物質 相關 2014 年 更 創下 歷史 新高 奪走 150 條 人命 之前 就 曾 報導 提到 空腹 吃下 大量 荔枝 會 出現 低血糖 症狀 嚴重 話 甚至 會 死亡,689
" 這是約翰霍普金斯大學的工程與系統科學中心推出「武漢肺炎世界擴散即時地圖」，大家可以在第一時間看到目前武漢肺炎病毒擴散的狀態。此資料正確性高，不必再受不專業的二手傳播困擾。

打開地圖後，紅點就是目前最即時的狀態，這些資料來自於世界衛生組織 WHO、美國疾病預防與管制中心 CDC、中華人民共和國國家衛生健康委員會（National Health Commission）與中國醫療專業線上社群丁香園，這份資訊為目前即時的狀態，但是擴散狀態是無法預測的，目前像是 Newsweek、PBS News Hour、ABC News 的資訊來源都採用這份地圖資料，有一定的參考價值。

地圖左方有目前確診的人數，以及每個國家的確診人數，點擊地圖上的紅點，就可以看到當地的狀態，包含有確診人數、死亡人數、康復人數與最後更新的時間，數據是有一定的參考價值。

地圖右方是死亡人數、康復人數與目前各地確診的排行狀態，數據上也有提供最後的更新時間，刷新數據只要重新整理頁面查看即可。

https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6",0,保健秘訣、食品安全,這是 約翰霍普金斯 大學 工程 與 系統 科學 中心 推出 武漢 肺炎 世界 擴散 即時 地圖 大家 可以 第 一時間 看到 目前 武漢 肺炎 病毒 擴散 狀態 此 資料 正確性 高 不必 再 受 不 專業 二手 傳播 困擾 打開 地圖 後 紅點 就是 目前 最 即時 狀態 這些 資料 來自於 世界 衛生 組織 WHO 美國 疾病 預防 與 管制 中心 CDC 中華 人民 共和國 國家 衛生 健康 委員會 National Health Commission 與 中國 醫療 專業 線上 社群 丁香 園 這份 資訊 目前 即時 狀態 但是 擴散 狀態 無法 預測 目前 像 Newsweek PBS News Hour ABC News 資訊 來源 都 採用 這份 地圖 資料 一定 參考價值 地圖 左方 目前 確診 人數 以及 每個 國家 的確 診 人數 點擊 地圖 上 紅點 就 可以 看到 當地 狀態 包含 確診 人數 死亡 人數 康復 人數 與 最後 更新 時間 數據 一定 參考價值 地圖 右方 死亡 人數 康復 人數 與 目前 各地 確診 排行 狀態 數據 上 也 提供 最後 更新 時間 刷新 數據 只要 重新 整理 頁面 查看 即可 https gisanddata maps arcgis com apps opsdashboard index html bda7594740fd40299423467b48e9ecf6,621
"彰化縣一位58歲名律師，平時注重養生運動，一次出門騎自行車晨運的過程中，突然心絞痛而停車想休息，不料才蹲下一分鐘就陷入昏迷，送醫到院前就無呼吸心跳，最終撒手人寰。

前去勘驗其死因的法醫說，「陳律師的兩個耳垂都有明顯的摺痕，根據經驗判斷，就是心肌梗塞。」他指出，英國有名的Lancet雜誌上世紀即發表論文指出，心臟或心血管功能不佳的人，長期缺氧反映最明顯的部位就是耳垂，缺氧愈嚴重，摺痕愈深愈明顯。



冠狀動脈造影確診的121例冠心病患者中，120例有耳垂皺摺（99.2%）。西醫稱此為法蘭克徵候(Frank’s Sign)",0,保健秘訣、食品安全,彰化縣 一位 58 歲名 律師 平時 注重 養生 運動 一次 出門 騎 自行車 晨運 過程 中 突然 心絞痛 而 停車 想 休息 不料 才 蹲下 一分鐘 就 陷入 昏迷 送醫 到院 前 就 無 呼吸 心跳 最終 撒手人寰 前去 勘驗 其 死因 法醫 說 陳 律師 兩個 耳垂 都 明顯 摺痕 根據 經驗 判斷 就是 心肌 梗塞 他 指出 英國 有名 Lancet 雜誌 上 世紀 即 發表 論文 指出 心臟 心血管 功能 不佳 人 長期 缺氧 反映 最 明顯 部位 就是 耳垂 缺氧 愈 嚴重 摺痕 愈 深愈 明顯 冠狀 動脈 造影 確診 121 例冠 心病 患者 中 120 例有 耳垂 皺摺 99.2% 西醫 稱此 法蘭克 徵候 Frank s Sign,329
"《武漢肺炎初步症狀》

【發熱咳嗽非新冠肺炎唯一初期症狀】

*武漢大學人民醫院新冠肺炎患者識別「升級版」 1月24日發佈，提醒醫護人員及公眾，高度警惕以非呼吸系統症狀為首發症狀的隱形傳染源，「發熱咳嗽」並非新型肺炎的唯一首發症狀。

*迄今已發現多個「不典型」病例中，一45歲男性患者就診時，並無發燒、咳嗽等呼吸系統典型症狀。有病例僅以「消化系統症狀」為初期現象。如輕度納差、乏力、精神差、惡心嘔吐、腹瀉等。

*也有以神經系統症狀為首發表現：如頭痛；以心血管系統症狀為首發表現：如心慌、胸悶等；

*也有以眼科症狀為首發表現：如結膜炎；僅有輕度四肢或腰背部肌肉酸痛。

研究組提醒， 公眾意識到「早預防、早發現、早診斷、早隔離、早治療」是防治新冠肺炎的關鍵。

日常要進一步提高防護意識，外出一定要「戴口罩」，「避免去人多的公共場所」，減少春節期間公衆及家庭聚會；

*勤洗手洗臉。

*對於手機、公共電腦鍵盤要注意定時定期消毒；

*學會正確的咳嗽和打噴嚏方式，嚴禁隨地吐痰；對於使用過的口罩不要隨意亂扔，放入垃圾袋封口處理。
https://www.facebook.com/322447507832934/posts/2757121957698798/",0,保健秘訣、食品安全,武漢 肺炎 初步 症狀 發熱 咳嗽 非新冠 肺炎 唯一 初期 症狀 武漢 大學 人民 醫院 新冠 肺炎 患者 識別 升級版 月 24 日 發佈 提醒 醫護 人員 及 公眾 高度 警惕 以非 呼吸 系統 症狀 首發 症狀 隱形 傳染源 發熱 咳嗽 並非 新型 肺炎 唯一 首發 症狀 迄今 已 發現 多個 不 典型 病例 中 一 45 歲 男性 患者 就診 時 並無 發燒 咳嗽 等 呼吸 系統 典型 症狀 病例 僅以 消化 系統 症狀 初期 現象 如 輕度 納差 乏力 精神 差 惡心 嘔吐 腹瀉 等 也 以 神經 系統 症狀 首發 表現 如 頭痛 以 心血管 系統 症狀 首發 表現 如 心慌 胸悶 等 也 以 眼科 症狀 首發 表現 如 結膜炎 僅有 輕度 四肢 腰 背部 肌肉 酸痛 研究組 提醒 公眾 意識到 早 預防 早 發現 早 診斷 早 隔離 早 治療 防治 新冠 肺炎 關鍵 日常 要 進一步 提高 防護 意識 外出 一定 要 戴口罩 避免 去 人 多 公共 場所 減少 春節 期間 公衆 及 家庭 聚會 勤洗手 洗臉 對於 手機 公共 電腦 鍵盤 要 注意 定時 定期 消毒 學會 正確 咳嗽 打噴嚏 方式 嚴禁 隨地 吐 痰 對於 使用 過的 口罩 不要 隨意 亂扔 放入 垃圾袋 封口 處理 https www facebook com 322447507832934 posts 2757121957698798,618
"↓長庚傳來的

我身處醫材產業，這樣講可能有點掃興，但實際上一般醫療口罩並沒有阻擋病毒的能力，它的技術測試是針對細菌而非病毒。用它來防疫，是降低感染機率，而非全面阻絕，所以別為了口罩瘋狂。

手部在公共空間摸到門把、桌椅、錢幣而沾有病毒，再去觸摸嘴巴、碰鼻子、揉眼睛，比沒戴口罩更嚴重。所以有些公衛學者的觀點，認為口罩的效果，與其說阻擋病毒，不如說是阻擋了手部去觸摸口鼻，後者可能同樣重要。

另外，口罩使用方法也很重要。敢重複使用嗎？用一用塞進口袋，再拿出來繼續用？如果口罩真的幫助擋住了一些感染者的飛沫，這些抹來抹去、重複使用的動作，污染了口罩內部，反而是增加疾病中標機率而已。

如果大手一抓脫了口罩之後，手部早已碰到口罩外層，沒洗手又隨意揉鼻子吃東西，那其實還是在「賭」週遭有沒有感染者，大部份沒事的人，都是因為沒有遇到病原體，而不是戴了口罩的緣故。

所以再強調一次，懶得洗手的話，你/妳戴口罩也只是心安的而已啦。

那現在會講醫療口罩，是因為口罩其實除此之外沒幾種認證，這是唯一比較普遍又能大量生產的認證。口罩不是萬能護身符，麻煩請加上用肥皂/沐浴乳多洗手。",0,保健秘訣、食品安全,↓ 長庚 傳來 我 身處 醫材 產業 這樣 講 可能 掃興 但 實際 上 一般 醫療 口罩 並 沒有 阻擋 病毒 能力 它 技術 測試 針對 細菌 而 非 病毒 用 它 來 防疫 降低 感染 機率 而 非 全面 阻絕 所以 別 為了 口罩 瘋狂 手部 公共 空間 摸到 門把 桌椅 錢幣 而 沾有 病毒 再 去 觸摸 嘴巴 碰 鼻子 揉 眼睛 比 沒 戴口罩 更 嚴重 所以 有些 公衛 學者 觀點 認為 口罩 效果 與 其 說 阻擋 病毒 不如 說 阻擋 手部 去 觸摸 口 鼻 後者 可能 同樣 重要 另外 口罩 使用 方法 也 重要 敢 重複 使用 嗎 用 一用 塞進 口袋 再 拿出來 繼續 用 如果 口罩 真的 幫助 擋住 一些 感染 者 飛沫 這些 抹 來 抹去 重複 使用 動作 污染 口罩 內部 反而 增加 疾病 中標 機率 而已 如果 大手 一 抓 脫 口罩 之後 手部 早已 碰到 口罩 外層 沒 洗手 又 隨意 揉 鼻子 吃 東西 那 其實 還是 賭 週遭 有沒有 感染 者 大部份 沒事 人 都 因為 沒有 遇到 病原體 而 不 戴 口罩 緣故 所以 再 強調 一次 懶得 洗手 話 你 妳 戴口罩 也 只是 心安 而已 啦 那 現在 會講 醫療 口罩 因為 口罩 其實 除此之外 沒幾種 認證 這是 唯一 比較 普遍 又 能 大量 生產 認證 口罩 不 萬能 護身符 麻煩 請 加上 用 肥皂 沐浴乳 多 洗手,618
"https://udn.com/news/story/7266/3240230

六款本土降血壓藥疑含動物致癌成分 需立即下架

外媒報導中國大陸浙江華海製藥所生產高血壓治療藥品原料藥valsartan發現含「N-亞硝基二甲胺」（NDMA）成分，該成分具動物致癌性，衛生福利部食品藥物管理署今天清查後發現，在71項已核發該成分的製劑品許可證中，6項藥品使用該原料藥，分別為“生達”舒心樂膜衣錠 160 毫克、“生達”舒心樂膜衣錠 80 毫克、""瑪科隆""科適壓膜衣錠80/12.5毫克、""永信""樂速降膜衣錠160毫克、""永信""樂速降膜衣錠80毫克及凡內膜衣錠160毫克。

為確保民眾用藥安全，食藥署要求業者啟動回收作業，通知醫療機構及藥局立即下架停止供應，並於1個月內(107年8月7日前)完成回收，並請衛生局督導下架回收事宜，業者後續則應使用其他來源的原料藥。

至於正在服用上述6款藥品的患者，食藥署指出，該藥品主要用於高血壓等需定期服藥控制之疾病，不建議任意停藥，應盡速回診時，與醫師討論，處方其他適當藥品。

為確保藥物安全與醫療效能，食藥署指出，早已建置藥物安全監測機制，即時監視國內、外藥物安全訊息，設有藥物不良反應通報系統及藥物不良品通報中心，並隨時評估藥物之安全性與療效。

食藥署表示，如醫療人員或病患疑似因使用（服用）藥品導致不良反應，請立即通報全國藥物不良反應通報中心，藥物不良反應通報專線02-2396-0100，網站：https://adr.fda.gov.tw。如發現藥物不良品時，請立即通報衛生福利部所建置之全國藥物不良品通報中心，藥物不良品通報專線02-6625-1166分機6401，網站： https://qms.fda.gov.tw

家中如有長輩使用該類藥品請留意",0,保健秘訣、食品安全,https udn com news story 7266 3240230 六款 本土 降 血壓藥 疑含 動物 致癌 成分 需 立即 下架 外媒 報導 中國 大陸 浙江 華海 製藥 所 生產 高血壓 治療 藥品 原料藥 valsartan 發現 含 N 亞硝 基 二甲 胺 NDMA 成分 該 成分 具 動物 致 癌性 衛生 福利部 食品 藥物 管理署 今天 清查 後 發現 71 項 已 核發 該 成分 製劑 品 許可證 中 項 藥品 使用 該 原料藥 分別 生達 舒心 樂 膜衣錠 160 毫克 生達 舒心 樂 膜衣錠 80 毫克 瑪科隆 科適 壓 膜衣錠 80 12.5 毫克 永信 樂 速降 膜衣錠 160 毫克 永信 樂 速降 膜衣錠 80 毫克 及 凡 內 膜衣錠 160 毫克 確保 民眾 用藥 安全 食藥署 要求 業者 啟動 回收 作業 通知 醫療 機構 及 藥局 立即 下架 停止 供應 並 於 個 月 內 107 年 月 日前 完成 回收 並請 衛生局 督導 下架 回收 事宜 業者 後續 則應 使用 其 他 來源 原料藥 至於 正在 服用 上述 款 藥品 患者 食藥署 指出 該 藥品 主要 用於 高血壓 等 需 定期 服藥 控制 之 疾病 不 建議 任意 停藥 應 盡速 回診 時 與 醫師 討論 處方 其 他 適當 藥品 確保 藥物 安全 與 醫療 效能 食藥署 指出 早已 建置 藥物 安全 監測 機制 即時 監視 國內 外 藥物 安全 訊息 設有 藥物 不良 反應 通報 系統 及 藥物 不良品 通報 中心 並 隨時 評估 藥物 之 安全性 與 療效 食藥署 表示 如 醫療 人員 病患 疑似 因 使用 服用 藥品 導致 不良 反應 請 立即 通報 全國 藥物 不良 反應 通報 中心 藥物 不良 反應 通報 專線 02 2396 0100 網站 https adr fda gov tw 如 發現 藥物 不良品 時 請 立即 通報 衛生 福利部 所 建置 之 全國 藥物 不良品 通報 中心 藥物 不良品 通報 專線 02 6625 1166 分機 6401 網站 https qms fda gov tw 家中 如有 長輩 使用 該類 藥品 請 留意,942
"(!)指揮中心快訊：2/19晚間國內新增1例本土病例(!)

(lightbulb)指揮中心今(19)日公布國內第24例COVID-19(武漢肺炎)確定病例，為北部60多歲女性，個案目前持續隔離治療中。

(lightbulb)目前已掌握本個案之密切接觸者共360人，包括家人、朋友及診所醫院人員，目前正安排接觸者之採檢。將持續調查是否有其他接觸者，以進一步匡列、追蹤、採檢及隔離。

(lightbulb)另將針對個案發病14天前之活動史與可能暴露者，進行回溯追蹤調查，以找出可能感染源。

(star)詳細新聞資訊可參考今日新聞連結：http://at.cdc.tw/wsU816",0,保健秘訣、食品安全,指揮 中心 快訊 19 晚間 國內 新增 例 本土 病例 lightbulb 指揮 中心 今 19 日 公布 國內 第 24 例 COVID 19 武漢 肺炎 確定 病例 北部 60 多歲 女性 個案 目前 持續 隔離 治療 中 lightbulb 目前 已 掌握 本 個案 之 密切 接觸 者 共 360 人 包括 家人 朋友 及 診所 醫院 人員 目前 正 安排 接觸 者 之 採檢 將 持續 調查 是否 其 他 接觸 者 以 進一步 匡列 追蹤 採檢 及 隔離 lightbulb 另將 針對 個案 發病 14 天前 之 活動史 與 可能 暴露 者 進行 回溯 追蹤 調查 以 找出 可能 感染源 star 詳細 新聞 資訊 可 參考 今日 新聞 連結 http at cdc tw wsU816,351
"你收到「不想洗腎，不要再吃起司了」、「我們吃的起司，大部分都是再生的」這樣的LINE訊息嗎？雖然訊息有點太擴大描述，但事實上關於加工再製起司的部分，真的要多多留意其食品添加物和磷酸鹽的部分。

實際情況：
https://www.mygopen.com/2018/08/blog-post_10.html

只要一片再製起司，每人每天的磷攝取量就破表了。

",0,保健秘訣、食品安全,你 收到 不想 洗腎 不要 再 吃 起司 我們 吃 起司 大部分 都 再生 這樣 LINE 訊息 嗎 雖然 訊息 擴大 描述 但 事實 上 關於 加工 再 製 起司 部分 真的 要 多多 留意 其 食品 添加物 磷酸鹽 部分 實際 情況 https www mygopen com 2018 08 blog post 10 html 只要 一片 再 製 起司 每人 每天 磷 攝取量 就 破表,196
"(!)指揮中心快訊：曾於以下時段出入相關地點的民眾，請留意自身健康狀況(!)

(lightbulb)針對案268於2/29下午5:20-6:55曾於金山老街，及3/15下午14:30-16:50曾於烏來老街活動，地方政府已安排防疫人員前往完成消毒工作，提醒該時段在此二處之民眾注意身體健康，如有發燒或上呼吸道症狀請即刻就醫並告知可能暴露史，無需過度恐慌。",0,保健秘訣、食品安全,指揮 中心 快訊 曾 於 以下 時段 出入 相關 地點 民眾 請 留意 自身 健康 狀況 lightbulb 針對 案 268 於 29 下午 20 55 曾 於 金山 老街 及 15 下午 14 30 16 50 曾 於 烏來 老街 活動 地方 政府 已 安排 防疫 人員 前往 完成 消毒 工作 提醒 該 時段 此二處 之 民眾 注意 身體 健康 如有 發燒 上呼吸道 症狀 請 即刻 就醫 並 告知 可能 暴露 史 無需 過度 恐慌,219
"在親吻嬰兒時請三思！繼日前有台灣媽媽分享了因與孩子共用餐具，嬰兒的臉上出滿疱疹一事後與大人共同餐具 台灣6個半月大嬰兒長滿疱疹），外國最近也發生了一則相似的事件。

有網友在Facebook專頁「Amazing Lips With Mays」上張貼出幾張相片，把她侄子感染疱疹的過程公開：「做為一個媽媽，這真的讓我非常難過，Troy是我的侄子，比我的寶寶還小幾個月，最近為了皰疹病毒住院中。」她表示，醫護人員懷疑因有人患上感冒，並親吻嬰兒的額頭，將病毒傳染到嬰兒物上。

根據相片顯示，該名嬰兒的頭皮上滿佈疱疹，而且開始結痂。網友希望透過侄子的病情告知更多人，不要再隨便親吻寶寶。",0,保健秘訣、食品安全,親吻 嬰兒 時請 三思 繼 日前 台灣 媽媽 分享 因 與 孩子 共用 餐具 嬰兒 臉 上 出滿 疱疹 一事 後 與 大人 共同 餐具 台灣 個 半 月 大 嬰兒 長滿 疱疹 外國 最近 也 發生 一則 相似 事件 網友 Facebook 專頁 Amazing Lips With Mays 上 張貼 出幾張 相片 把 她 侄子 感染 疱疹 過程 公開 做為 一個 媽媽 這 真的 讓 我 難過 Troy 我 侄子 比 我 寶寶 還小幾個 月 最近 為了 皰疹 病毒 住院 中 她 表示 醫護 人員 懷疑 因有 人 患上 感冒 並 親吻 嬰兒 額頭 將 病毒 傳染到 嬰兒 物上 根據 相片 顯示 該名 嬰兒 頭皮 上 滿佈 疱疹 而且 開始 結痂 網友 希望 透過 侄子 病情 告知 更多 人 不要 再 隨便 親吻 寶寶,361
年紀大記性差了並不出奇，但如果記憶力衰退得太快，則未必是正常老化，有沒有食物可以預防？新加坡一項研究發現大家常常吃的菇類，原來可以護腦，減低輕度認知衰退的風險。 可供食用的菇類營養價值高，它們不含膽固醇，低脂肪，低糖，但多膳食纖維，是古今中外常見食材。新加坡國立大學一項研究，更加為菇類的價值錦上添花。 研究人員在二零一一至二零一七年間，在新加坡找了六百多位六十歲以上的華裔長者，經過六年的追蹤研究，發現比起每周只吃小量菇的長者，每周進食逾三百克菇類，即是每周吃大約半碟菇以上的長者，出現輕度認知衰退的風險降低了五成。 為方便統計，列入今次研究的菇類只是包括金菇、秀珍菇、冬菇及白蘑菇，曬乾及罐頭蘑菇亦計算在內。 但研究人員認為，其他菇類一樣有類似效果，而預防認知衰退的關鍵成份，相信是菇類所含的「麥角硫因」，它是一種抗氧化劑和抗消炎劑，人類的身體無法自行製造。 研究人員下一步是鎖定「麥角硫因」，以單一成份做對照研究，確認「麥角硫因」和預防認知衰退有實在的因果關係。 (新聞通識#1940),0,保健秘訣、食品安全,年紀 大 記性差 並不 出奇 但 如果 記憶力 衰退 得太快 則 未必 正常 老化 有沒有 食物 可以 預防 新加坡 一項 研究 發現 大家 常常 吃 菇類 原來 可以 護腦 減低 輕度 認知 衰退 風險 可供 食用 菇類 營養 價值 高 它們 不含 膽固醇 低 脂肪 低糖 但 多 膳食 纖維 古今中外 常見 食材 新加坡 國立 大學 一項 研究 更加 菇類 價值 錦上添花 研究 人員 二 零 一一 至 二零一七年 間 新加坡 找 六百多位 六十歲 以上 華裔 長者 經過 六年 追蹤 研究 發現 比起 每周 只 吃 小量 菇 長者 每周 進食 逾三百克 菇類 即 每周 吃 大約 半碟菇 以上 長者 出現 輕度 認知 衰退 風險 降低 五成 方便 統計 列入 今次 研究 菇類 只是 包括 金菇 秀珍菇 冬菇 及 白 蘑菇 曬乾 及 罐頭 蘑菇 亦 計算 在內 但 研究 人員 認為 其 他 菇類 一樣 類似 效果 而 預防 認知 衰退 關鍵 成份 相信 菇類 所含 麥角 硫因 它 一種 抗 氧化劑 抗 消炎 劑 人類 身體 無法 自行 製造 研究 人員 下一步 鎖定 麥角 硫因 以 單一 成份 做 對照 研究 確認 麥角 硫因 預防 認知 衰退 實在 因果 關係 新聞 通識 1940,548
"新加坡採集了COVID-19隔離病房的病毒量，發現病室中很多地方都有病毒（下圖的黃紅點有，藍點沒有），不過醫護人員的面罩、隔離衣、口罩上面都沒有，空氣中也沒有病毒。
這說明接觸傳染、手部衛生的重要！門的把手、廁所便盆、洗手盆、灯的開關⋯都是高風險位置。
",0,保健秘訣、食品安全,新加坡 採集 COVID 19 隔離 病房 病毒量 發現 病室 中 很多 地方 都 病毒 下圖 黃 紅點 藍 點 沒有 不過 醫護 人員 面罩 隔離衣 口罩 上面 都 沒有 空氣 中 也 沒有 病毒 這 說明 接觸 傳染 手部 衛生 重要 門的 把手 廁所 便盆 洗手 盆 灯 開關 ⋯ 都 高風險 位置,152
