articleId,categoryId,text,aiModel,aiConfidence,status,title,negativeFeedbackCount,positiveFeedbackCount,replyType
nbkdvxwovtnv,lT3h7XEBrIRcahlYugqq,"微波爐為什麼在市場上慢慢消失 ？德國家庭幾乎不用了？拜託別再讓微波爐背致癌黑鍋啦！ #LINETODAY

https://today.line.me/TW/article/nJejVD?utm_source=lineshare",bert,1.0,NORMAL,保健秘訣、食品安全,0,3,NOT_RUMOR
kclxbmitf9yg,lT3h7XEBrIRcahlYugqq,"3/20台灣的新冠肺炎增加27例，其中24例境外移入，引起許多人恐慌，囤貨。
整理新冠肺炎重點，希望大家了解病毒，知道如何防疫，配合衛福部政策，要小心但不必恐慌。

1.新冠肺炎是飛沫傳染，接觸傳染。不是空氣傳染。

2.預防飛沫傳染:
a.病人講話時距離1公尺。
b.病人咳嗽打噴嚏時距離2公尺。
c.病人戴口罩時就没有飛沫，只要注意接觸傳染。

3.預防接觸傳染
a.多洗手，別摸口眼鼻。
b.病人戴口罩可攔下90%以上病毒，病人衣物和環境中病毒量變少，傳染機率就很低。

4.戴口罩的目的是保護別人，不是保護自己。要求病人戴口罩的目的是保護醫療人員(保護國家重要防疫資產)，要求醫療人員戴口罩的目的是保護病人，因為病人年紀大抵抗力差。

5.保護自己最重要是
a.要求病人戴口罩
b.自己勤洗手。

5.台灣對接觸者的定義已經放得很寬。所有接觸者採檢陽性才1.5%。大家遵守衛福部的指引，不要自己跑醫院要求檢驗。

6.得新冠肺炎
a.66%症狀很輕
b.28%輕度肺炎
c.6%嚴重肺炎(大部分是老年人)。
e.義大利確診者死亡率
i.30歲以下死亡率0。
ii.30~50歲死亡率0.1%。
iii.80歲以上死亡率17%。
iv.90%以上死者>70歲。

7.台灣現在幾乎全民戴口罩，已經不可能有大規模群聚感染或疫情爆發，小規模群聚難免，但影響不大。

8.最壞的估算，就算台灣有1萬例感染，台灣的社會能量和醫療能量可以應付，不會崩盤。
a.輕症6600人居家隔離
b.輕度肺炎2800人住院隔離
c.重度肺炎600人住負壓隔離病房。
d.2300萬台灣人照顧1萬個病人。等於2300人照顧1個病人， 規劃好就不會亂。
e.台灣防疫世界第一，不可能出現1萬例感染這種極端疫情。

台灣這次管控新冠肺炎，只要繼續小心謹慎，一定没問題。大家要了解病毒傳播模式才知道如何防範，不會驚恐，不會相信謠言，不使用偏方，或用錯方法防疫。
",bert,1.0,NORMAL,保健秘訣、食品安全,0,4,NOT_RUMOR
hb1pjb8gpo2v,lT3h7XEBrIRcahlYugqq,"(red arrow up)(red arrow up)(red arrow up)為什麼洗個手要「內外夾弓大立腕」這麼麻煩？因為如果不這樣做，根本不可能把每個部位的病毒都洗掉！

請看示範影片，變成黑色才表示有洗到！（影片裡的流程是：內夾外弓大立腕，順序不同但效果一樣）",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
h05fcedn0zjt,lT3h7XEBrIRcahlYugqq,"花二分鍾看完，安全護一身。
科技在進步，污染毒素加劇，病毒在變異進化。。。千萬要小心。。。危險在身邊。
	

被自家狗舔了一口，让他毁了容、失去了双腿和6根手指....每年有44000人因此病而丧命！
https://mp.weixin.qq.com/s/QO6JvsiblW-SXUZfowy6Cw",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
z7qbrudrdsmg,lT3h7XEBrIRcahlYugqq,"民視新聞網
2020年4月1日 下午6:08
為了防堵新型冠狀病毒引發的肺炎（COVID-19，俗稱武漢肺炎）疫情，指揮中心今日公布「社交距離注意事項」。第一階段建議人與人之間，在室內應保持1.5公尺、室外保持1公尺之距離。第二階段採「強制處分」，除醫療、執行公務、維生等必要性活動，其餘非必要性活動，特別是娛樂活動，均在禁止之列
",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
yy44n3daz875,lT3h7XEBrIRcahlYugqq,"香腸、火腿和抽菸一樣毒！千萬別跟這些食物同時吃
http://www.chinatimes.com/realtimenews/20180731001511-260405
世界衛生組織WHO發表肉品致癌風險評估，將加工肉品包括香腸、火腿、熱狗，與香菸並列為一級致癌物！不過許多人早餐免不了都會吃火腿或熱狗，林口長庚醫院臨床毒物科護理師譚敦慈提醒，加工肉品千萬別和起司、蛋、番茄一起吃，否則容易在腸胃中產生亞硝胺，恐致癌。",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
yt4jrkp3xwv0,lT3h7XEBrIRcahlYugqq,越南咖啡粉(包括即融三合一咖啡)，都是以廢棄電池石墨、碳棒蕊心研磨成粉冒充的，含有急劇毒性，臺灣各處越南商店皆有售，而且大多數越南新娘來臺或返鄉歸來，都會大量攜帶當作贈品或販賣，更有公然以郵包進口者，甚至有些大賣場也公然販售，臺灣早已經淪陷了，愛惜生命的人要各自小心！,bert,1.0,NORMAL,保健秘訣、食品安全,0,2,NOT_RUMOR
r2le3muu058y,lT3h7XEBrIRcahlYugqq,"
隔夜菜能吃嗎？　保存及復熱是關鍵
2016-08-17 15:18聯合新聞網 健康醫療網

用LINE傳送
【健康醫療網／記者張玉櫻報導】

網路流傳「隔夜菜會增加亞硝酸鹽的含量，吃多了恐致癌」的相關報導，但依目前實證醫學尚沒有明確肯定答案。汐止國泰綜合醫院營養組營養師許桂瀞指出，硝酸鹽對人體危害，主要是在進入人體之前或之後轉變為亞硝酸鹽。硝酸鹽與亞硝酸鹽於人體中，可能代謝形成亞硝胺化合物，其中有很多被世界衛生組織分別列為第一或第二級致癌物，但確切致癌劑量目前還不得而知。

隔夜菜能吃嗎？　保存及復熱是關鍵
隔夜菜能吃嗎？　保存及復熱是關鍵
去皮可減少硝酸鹽含量

硝酸鹽廣泛存在蔬菜中，而其含量因季節、產地、種類、施肥情況等不同有很大的差異，通常硝酸鹽含量葉子>莖>根，葉菜類（菠菜、萵苣、青江菜等）>根莖類（蘆筍、芹菜等）>瓜果類（絲瓜、大小黃瓜），去皮也可減少其含量，因此，許桂瀞營養師建議多選用當季的蔬菜及多元化攝取不同種類的蔬菜。


儘可能減少食用含亞硝酸鹽的食品

至於亞硝酸鹽是常用的食品添加劑，用來改善或保持食品顏色，也可抑制肉毒桿菌等形成，延長保存期限。依我國食品衛生標準，可用於肉製品及魚肉製品中，亞硝酸根（NO2）之殘留量應在0.07g／kg（即70ppm）。像加工肉品類：香腸、臘肉、火腿、熱狗、培根等，煙燻、鹽醃類鹹魚、鹹肉、鹹蛋、豆腐乳、豆瓣醬等中都含有，只要合法使用，其實可以不用過度擔心，只是近年來食安問題多，不肖業者非法添加的新聞時有所聞，因此許桂瀞營養師建議還是儘可能減少或避免相關食品。

選當季食材、當餐吃完最佳　若沒吃完注意保存及復熱溫度

考量食物的美味與營養，許桂瀞營養師建議現煮現吃，多選用天然新鮮當季食材，並均衡攝取各類食物為佳；若真的吃不完，需隔餐吃或需要帶便當時，注意保存及復熱溫度。因為不當保存可能造成細菌、黴菌孳生，所以正確保存隔夜菜也是重點之一，應避免食物存放在危險溫度帶7～60℃，並確保冷藏庫空間僅存放60～70%食物、避免交叉汙染（應生食放下層、熟食放上層），冷藏溫度應< 7℃，及食物復熱時中心溫度需> 75℃等細節，減少食物中毒的可能性。至於「隔夜菜致癌」目前並無實證證明此說法，所以民眾不須過於恐慌。

【更多健康資訊，請見「健康醫療網」】



亞硝酸鹽致癌物當季食材食品添加劑
相關文章

快回家告訴媽媽！營養師詳列各種「剩菜」可加熱幾次？

食物也分致癌等級！注意這5種「癌變」信號


減少丙烯醯胺生成 專家建議薯條厚切、洋芋片要薄

歐盟嚴控丙烯醯胺 顏宗海：一天建議不超過這攝取量

擔心喝咖啡也喝進丙烯醯胺？專家說這習慣更該改
同類文章

快回家告訴媽媽！營養師詳列各種「剩菜」可加熱幾次？

10天給你1公斤！看來無害的薄脆肉紙竟是肉乾界的熱量地雷王！

4危險早餐食物 小心越吃越胖！

廚房常見7種調味料 是醫師眼中的養生聖品

吃速食怎兼顧口慾和減肥？台灣4大速食店熱量揭密！
看更多
猜你喜歡

罐頭食品製程》捲封再殺菌 空氣別想進

防癌組織：熱狗應貼致癌警語

美國菸 致癌成分較高

避免乳癌 少抽菸、多喝茶

抽1支菸 少活5分鐘
看更多
留言

本站內容僅供參考，一切診斷與治療請遵從醫生指導。
聯合線上公司 著作權所有 © udn.com All Rights Reserved.

",bert,1.0,NORMAL,保健秘訣、食品安全,0,2,NOT_RUMOR
omgsb76a7oqg,lT3h7XEBrIRcahlYugqq,"
百科  養生  美容  美食 

 登入  
用高麗菜包裹你的腿1小時來告別關節疼痛是真的！
	 	我愛中華 		2018-03-26 		檢舉
	加入好友，分享好文給親朋好友！
Advertisements

 
高麗菜很常見，這種健康的蔬菜富含鐵、鉀和多種維他命，對人體很有好處。它能緩解紅腫、治療潰瘍，對粉刺等皮膚問題也有很好的效果。高麗菜富含豐富的維他命C，能夠抗衰老，還能促進消化。

 

 
15220242546758.jpg

 

 

 

 

 

▼高麗菜可以生吃，也可以做成各種各樣的料理。這種蔬菜有很多類型，比如綠甘藍、紫甘藍、白菜、皺葉甘藍等等。

 
1522028376121.jpg

用高麗菜舒緩關節痛，聽起來很不可思議，但這種療法已經沿用了好幾個世紀，對舒緩腫痛和運動扭傷都有奇效。許多專業營養師都承認高麗菜當中的確有相關作用的營養成分。

 

 

 

 

準備物品：高麗菜（最好是白菜或皺葉甘藍）、鋁箔紙、繃帶。

 

▼治療方法：取幾片高麗菜，清洗乾淨後晾乾，除去上面的硬梗；用擀麵杖輕輕壓一下，讓汁液滲出來；用鋁箔紙包起來，在烤箱中加熱一下；取出後敷在疼痛部位，用繃帶或保鮮膜固定；一小時後取下來，每天多敷幾次。

 
15220284292698.jpg

成大營養部主任郭素娥：「可能是蔬菜裡面的植化素發揮作用，那植化素就是我們熟悉的，比方說我們常聽到的有一些芬酸、吲哚類的化合物或者是黃酮類、類胡蘿蔔素等等這一些物質。」

如果你喜歡冷敷，可以將高麗菜放在冰箱中冰一下，不用放到烤箱中加熱。雖然現在科學家們還沒有找到相關的解釋，但高麗菜確實有抗炎效用，有關節炎的話就試一下吧～

來源：Shared

 

編輯精選推薦
More +

適合夏天的10款多肉植物

她在床墊撒「小蘇打粉」，家人以為她瘋了！30分鐘後大家嚇一大跳，簡直太實用了

洗頭時抹點這個，去屑止癢又生髮，還不花一分錢！
 喜歡這篇文章嗎？
分享出去讓更多人知道～

Advertisements

 


來源：	www.shared.com

 喜歡這篇文章？快分享吧！ 	加入好友，分享好文給親朋好友！
 
洗衣服不小心把衛生紙也洗了？教你簡單一招，比用膠帶粘下來更省時間更高效！
你可能會喜歡

【來電詢價】採光罩玻璃屋專家 雅緻屋
Sponsored 雅緻屋
 
每天吃三片，一個月後發現膝蓋不疼了！血管年輕了，濕毒也排出了

躺著賺！免人力成本x低耗電販賣機▶馬上來電諮詢
Sponsored 川山甲自動販賣設備商行
 
人在走向死亡的時候，有一些顯著特徵！老人死亡前的徵兆，兒女要知道！

谷賓牌隱形鐵窗》捍衛小孩&寵物安全▶立即來電
Sponsored 谷賓牌隱型鐵窗
 
車鑰匙被鎖車裡如何處理？學起來，將會救到你的命！
 
媽媽生病，兒子兒媳去旅遊，女兒照顧一個月，兒子回來發現房子都沒了......
 
給我點姜，我能給你座「姜山」，教你家庭實用盆栽養護基本技巧！
 
別傻傻用清水擦玻璃，教你簡單小方法，玻璃一塵不染半年不用擦
 
女到中年：不睡三覺，不吃三飯，不做三愛！說的什麼意思？
 
漲奶的狗媽媽不停圍著車「求助」，車主隨狗前行后看見扎心真相
 
洗澡時搓出來的泥到底是什麼？多數人都搞錯，難怪皮膚還那麼差！千萬別這樣做了！
 
2018年最美發型，我只剪最好看的！
 
​想要長壽無病無痛，50歲之後，千萬別再「粗茶淡飯」！長壽秘訣就在我們口中！！！
 
男人睡前喝一杯，一夜不倒，老婆越來越愛了

©2016 生活百科. All Rights Reserved.
免責聲明：本網站是以實時上傳文章的方式運作，本站對所有文章的真實性、完整性及立場等，不負任何法律責任。而一切文章內容只代表發文者個人意見，並非本網站之立場，用戶不應信賴內容，並應自行判斷內容之真實性。發文者擁有在本站張貼的文章。由於本站是受到「實時發表」運作方式所規限，故不能完全監查所有即時文章，若讀者發現有留言出現問題，請聯絡我們。本站有權刪除任何內容及拒絕任何人士發文，同時亦有不刪除文章的權力。切勿撰寫粗言穢語、毀謗、渲染色情暴力或人身攻擊的言論，敬請自律。本網站保留一切法律權利。",bert,1.0,NORMAL,保健秘訣、食品安全,0,4,NOT_RUMOR
yo2ikri7cy4m,lT3h7XEBrIRcahlYugqq,4款高血壓藥含致癌物 緊急回收2421萬顆 快來比對藥盒  - 康健雜誌 - http://m.commonhealth.com.tw/article/article.action?nid=77828&from=line,bert,1.0,NORMAL,保健秘訣、食品安全,0,8,NOT_RUMOR
wndfa4jqydno,lT3h7XEBrIRcahlYugqq,"部分錯誤】多家媒體報導「鍾南山：蓮蓬頭可能是播毒途徑 致鑽石公主號及香港國宅個案增加」、「鍾南山：蓮蓬頭與排氣管可能傳播新冠病毒」？
多家媒體報導「鍾南山：蓮蓬頭可能是播毒途徑 致鑽石公主號及香港國宅個案增加」、「鍾南山：蓮蓬頭與排氣管可能傳播新冠病毒」，經查：一、鍾南山於視訊報告時提到的是「sewer（汙水管）」，而非「shower（蓮蓬頭）」。二、歐洲呼吸學會的微信公眾號文章誤將「sewer」翻譯為「淋浴器」，媒體引述時寫為「淋浴器」或「蓮蓬頭」。因此，此報導為「部分錯誤」訊息。",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
qyzr5ffjcjqm,lT3h7XEBrIRcahlYugqq,"
雪花牛「白色油花」是假的。

每每看到牛肉讓漂亮的油花，都讓人忍不住感到食指大動！不過你知道嗎，其實除了組合肉之外，這些弔人胃口的美麗油花也可能全都是假的，因為...

約莫5年前，日本曾爆出一則震驚社會的驚人報導，除了組合肉之外，其實還可以在肉品上加工注入白色脂肪讓原本看起來普普通通的牛肉，變成滿是誘人油花的「雪花牛」！
 


原本牛排館、火鍋店菜單上常見的雪花牛，通常都是脂肪平均沉積在肌肉纖維之間的牛肉，肥瘦相間的肉質吃起來十分順口！



不過根據當時的報導指出，有不肖業者會利用特殊機器，將瘦肉打入「脂肪針」，讓原本普普通通的肉品，立即身價翻被成了好價格的雪花牛！


日本人口中的「霜降」指的就是牛肉上的脂肪紋理，大理石狀的油花越均勻，售價也越高。日本商人就在80年代發明人工注入脂肪的技術。從製造注脂牛肉過程的影片中可以看到，業者利用40公分長、100多支針頭的特殊機器，來回在牛肉中注入白色牛油和調味料

注脂牛肉和重組牛肉最大的不同是，注脂牛肉都是用整塊完整牛肉加工，而重組牛肉則以碎牛肉加壓而成。但你以為注脂牛肉除了加入脂肪以外，就沒有添加劑了嗎？其實牛肉裡頭了加入脂肪、水分，還有提味用的味精（L-麩酸鈉、胺基乙酸、DL-胺基丙酸）、鹽、加工澱粉、增黏劑（玉米膠、果膠）等常見的肉品添加劑

最後就來看看「雪花牛」的製造過程吧！




提醒大家，一分錢一分貨，若是想要吃到正港天然的雪花牛，最簡單的方法就是看「售價」！以市售最便宜的生牛排來看，每公斤就要價約1000元。所以最常吃的8盎司雪花牛排，店家售價至少要賣500元以上才有合理賺頭。若低於300元，很有可能就是注脂牛肉！

",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
uvqftnk7v393,lT3h7XEBrIRcahlYugqq,"白米飯的迷思！

有人說白米飯不能多吃，會怎樣怎樣的？現在也有醫生說要多吃，它能怎樣怎樣的！那到底該不該吃、要不要吃呢？且聽聽這位醫師的看法。

吃飯了！ 吃白米飯有益健康！

想健康要導正以往錯誤的觀念。這是真正正確的健康觀念，要多吃白米飯，早餐要吃嗎？錯，晚餐不要吃嗎？錯。                                                          https://youtu.be/rf-_A48d3Cw",bert,1.0,NORMAL,保健秘訣、食品安全,1,7,NOT_RUMOR
uvqftnk7v393,lT3h7XEBrIRcahlYugqq,"白米飯的迷思！

有人說白米飯不能多吃，會怎樣怎樣的？現在也有醫生說要多吃，它能怎樣怎樣的！那到底該不該吃、要不要吃呢？且聽聽這位醫師的看法。

吃飯了！ 吃白米飯有益健康！

想健康要導正以往錯誤的觀念。這是真正正確的健康觀念，要多吃白米飯，早餐要吃嗎？錯，晚餐不要吃嗎？錯。                                                          https://youtu.be/rf-_A48d3Cw",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
u9zthe4uu7by,lT3h7XEBrIRcahlYugqq,多款啤酒驗出除草劑致癌成分　青島.百威.海尼根均入列 https://tw.appledaily.com/new/realtime/20190227/1524007/?utm_source=line&utm_medium=messenger&utm_campaign=twad_article_share&utm_content=share_link,bert,1.0,NORMAL,保健秘訣、食品安全,0,2,NOT_RUMOR
s9kmm1lef329,lT3h7XEBrIRcahlYugqq,"【易誤解】A型血比O型血更容易感染武漢肺炎？醫：對防疫幫助不大

👨🏻‍⚕️台大醫院小兒感染科主任黃立民醫師有協助解釋，不建議過度解讀

https://www.mygopen.com/2020/03/blood-group-o-a.html",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
od14ie8z4frv,lT3h7XEBrIRcahlYugqq,"加州食品公司 Sun Hong Foods 正在召回一款產自韓國的金針菇（Enoki Mushroom），指該產品或受李斯特菌（Listeria）污染，已經在全美 17 個州造成 4 人死亡以及至少 36 人不適，夏威夷也有人死亡。全冰箱要清潔！
https://youtu.be/hoObtELUgpw",bert,1.0,NORMAL,保健秘訣、食品安全,0,3,NOT_RUMOR
vvyg0q1xdf0j,lT3h7XEBrIRcahlYugqq," 【天冷低溫需注意心血管疾病發生】

温度驟降，易使血管收縮、血壓上升，增加中風、心肌梗塞風險，引起周邊神經、血管病變。心血管高風險族群與年長者，或是有抽菸、肥胖者，曾有中風、心絞痛等，要如何有效預防心血管疾病發作，中壢天晟醫院心臟科邱讚旺醫師提醒，須特別注意以下事項：

１、控制血壓：注意血壓的變化，養成量血壓、作紀錄的規律生活習慣，供醫師調整藥物之依據。
２、避免進補過了頭：天氣寒冷吃火鍋和薑母鴨、麻油雞酒等，鍋物飲食的頻率大幅增加，食物過度調味以及過度加工料理和重複加熱，容易增加身體過度攝取鈉鹽與脂肪及熱量的負擔。
３、做好禦寒，注意保暖：配戴手套、帽子、圍巾、口罩、襪子等，要注意出入室內外溫差大及使用保暖設備門窗空氣通風安全。

http://www.tcmg.com.tw/site/site_2/doctors.php?id=603

#心血管疾病 #天冷低溫 #血壓 #禦寒",bert,1.0,NORMAL,保健秘訣、食品安全,0,1,NOT_RUMOR
